City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,muyezerskiy,63.9333,31.65,257.96,99,87,1.56,RU,1675707698
288,khandyga,62.6667,135.6,234.42,100,100,0.1,RU,1675707698
289,kushiro,42.975,144.3747,265.59,90,76,2.27,JP,1675707698
290,pacifica,37.6138,-122.4869,285.6,73,75,4.12,US,1675707505
291,souillac,-20.5167,57.5167,300.36,78,40,3.09,MU,1675707341
292,chongwe,-15.3292,28.682,292.31,93,77,0.6,ZM,1675707699
293,blechepsin,44.8203,40.5003,271.49,81,100,8.55,RU,1675707699
294,dhidhdhoo,6.8833,73.1,300.26,75,82,3.74,MV,1675707590
295,vila velha,-20.3297,-40.2925,302.12,79,20,6.69,BR,1675707427
296,sorland,67.667,12.6934,281.07,92,100,16.82,NO,1675707699
297,yulara,-25.2406,130.9889,296.4,20,0,3.53,AU,1675707361
298,cordoba,-31.4135,-64.1811,310.61,26,0,3.09,AR,1675707449
299,carnarvon,-24.8667,113.6333,297.6,73,0,9.31,AU,1675707288
300,ujfeherto,47.8,21.6833,270.04,78,5,5.71,HU,1675707700
301,kenai,60.5544,-151.2583,270.98,93,100,2.06,US,1675707700
302,hualmay,-11.0964,-77.6139,297.61,74,95,2.73,PE,1675707700
303,chernyshevskiy,63.0128,112.4714,239.09,98,99,0.12,RU,1675707701
304,pozo colorado,-23.4923,-58.7972,309.72,30,100,1.74,PY,1675707702
305,luderitz,-26.6481,15.1594,292.48,83,11,6.39,NA,1675707380
306,glace bay,46.1969,-59.957,276.42,85,100,1.54,CA,1675707702
307,de aar,-30.6497,24.0123,300.81,29,73,4.08,ZA,1675707703
308,kortkeros,61.8106,51.5806,260.15,100,93,0.92,RU,1675707703
309,saint-augustin,51.226,-58.6502,259.57,68,100,3.91,CA,1675707477
310,port-cartier,50.0334,-66.8654,263.21,65,55,2.08,CA,1675707703
311,pitimbu,-7.4706,-34.8086,300.48,68,72,6.79,BR,1675707704
312,marsa matruh,31.3525,27.2453,284.81,64,94,6.59,EG,1675707704
313,pilot butte,50.4668,-104.4178,271.94,74,20,12.35,CA,1675707704
314,punta alta,-38.8759,-62.0736,301.36,44,0,9.4,AR,1675707705
315,murray bridge,-35.1167,139.2667,288.77,81,0,2.38,AU,1675707705
316,bonfim,3.0833,-59.95,300.51,62,97,1.5,BR,1675707705
317,svarychiv,48.9622,24.1966,264.71,97,100,1.78,UA,1675707706
318,maragogi,-9.0122,-35.2225,300.85,66,96,5.36,BR,1675707550
319,cherskiy,68.75,161.3,234.93,99,100,2.38,RU,1675707389
320,saint george,37.1041,-113.5841,281.07,68,0,4.63,US,1675706958
321,kaitangata,-46.2817,169.8464,284.19,86,4,2.65,NZ,1675707381
322,coremas,-7.0144,-37.9458,307.54,32,98,4.26,BR,1675707706
323,sola,-13.8833,167.55,300.51,73,87,2.41,VU,1675707437
324,bethel,41.3712,-73.414,283.39,56,100,4.63,US,1675707403
325,jizan,17.3333,42.6667,300.67,63,30,1.95,SA,1675707707
326,beyneu,45.3167,55.2,274.77,77,82,6.64,KZ,1675707446
327,isangel,-19.55,169.2667,299.39,84,89,2.4,VU,1675707541
328,itoman,26.1247,127.6694,294.16,88,100,5.14,JP,1675707498
329,luba,3.4568,8.5547,303.09,80,29,5.49,GQ,1675707707
330,scalea,39.813,15.7956,276.85,60,65,4.52,IT,1675707708
331,aurillac,44.9167,2.45,274.27,78,5,1.82,FR,1675707708
332,cienfuegos,22.1461,-80.4356,305.23,43,40,2.06,CU,1675707708
333,ambulu,-8.345,113.6058,297.46,87,100,2.03,ID,1675707709
334,bilma,18.6853,12.9164,294.89,12,76,4.6,NE,1675707299
335,ulladulla,-35.35,150.4667,291.7,94,100,3.31,AU,1675707709
336,baruun-urt,46.6806,113.2792,252.29,86,96,1.33,MN,1675707709
337,ambanja,-13.6833,48.45,297.55,93,100,1.16,MG,1675707709
338,mehamn,71.0357,27.8492,275.12,93,75,16.98,NO,1675707710
339,anadyr,64.75,177.4833,245.43,75,75,6.0,RU,1675707299
340,san quintin,30.4833,-115.95,288.07,52,36,7.08,MX,1675707600
341,larsnes,62.2028,5.5773,282.48,85,100,4.98,NO,1675707710
342,lima,-12.0432,-77.0282,299.29,65,0,8.23,PE,1675707571
343,namibe,-15.1961,12.1522,295.32,78,78,4.51,AO,1675707205
344,broome,42.2506,-75.833,276.4,83,100,5.14,US,1675707360
345,finschhafen,-6.6024,147.8681,299.02,89,100,4.25,PG,1675707710
346,kintampo,8.0563,-1.7306,308.14,19,43,2.24,GH,1675707711
347,pitkyaranta,61.5734,31.4792,261.2,97,63,2.3,RU,1675707711
348,tamandare,-8.7597,-35.1047,300.84,67,98,4.87,BR,1675707711
349,ciudad real,39.0,-4.0,279.85,75,3,4.92,ES,1675707529
350,punto fijo,11.6956,-70.1996,301.14,62,17,13.02,VE,1675707712
351,kandrian,-6.2167,149.55,298.55,88,100,2.29,PG,1675707712
352,abonnema,4.7084,6.7931,301.18,72,61,5.97,NG,1675707712
353,kibungo,-2.1597,30.5427,294.66,66,85,0.92,RW,1675707713
354,fare,-16.7,-151.0167,300.32,75,2,7.5,PF,1675707478
355,lahaina,20.8783,-156.6825,297.49,91,10,4.31,US,1675707478
356,faanui,-16.4833,-151.75,300.6,74,4,7.94,PF,1675707338
357,sibi,29.5448,67.8764,293.16,18,1,4.2,PK,1675707713
358,mayo,38.8876,-76.5119,284.48,54,100,6.17,US,1675707713
359,juan diaz,8.4667,-80.2833,306.73,49,59,7.53,PA,1675707714
360,edd,13.9297,41.6925,300.68,55,84,9.11,ER,1675707714
361,kathu,7.9178,98.3332,298.05,77,97,4.27,TH,1675707715
362,gwadar,25.1216,62.3254,295.02,65,1,4.35,PK,1675707715
363,winterberg,51.2,8.5333,271.54,94,65,2.82,DE,1675707715
364,nadym,65.5333,72.5167,246.7,99,94,2.2,RU,1675707716
365,igarka,67.4667,86.5833,252.4,99,99,2.89,RU,1675707716
366,hobyo,5.3505,48.5268,298.22,79,15,7.46,SO,1675707698
367,naze,28.3667,129.4833,290.66,91,61,6.23,JP,1675707524
368,novosibirsk,55.0411,82.9344,259.76,85,100,1.0,RU,1675707716
369,gejiu,23.306,103.1635,280.66,87,1,1.91,CN,1675707717
370,kargasok,59.0556,80.8572,253.55,100,99,1.4,RU,1675707717
371,rawson,-43.3002,-65.1023,300.86,33,1,9.12,AR,1675707342
372,crossville,35.949,-85.0269,286.92,40,0,1.58,US,1675707657
373,banjar,-8.19,114.9675,297.94,89,100,1.86,ID,1675707717
374,paamiut,61.994,-49.6678,262.42,68,100,4.47,GL,1675707708
375,niimi,34.9833,133.4667,279.01,94,100,1.05,JP,1675707718
376,bose,45.4612,8.0137,277.46,73,98,1.95,IT,1675707718
377,vestmanna,62.1564,-7.1664,279.66,93,100,2.57,FO,1675707718
378,dharchula,29.85,80.5333,282.85,61,51,2.8,IN,1675707599
379,liling,27.6667,113.5,280.92,96,77,1.18,CN,1675707719
380,sambava,-14.2667,50.1667,297.98,89,100,2.11,MG,1675707719
381,lavrentiya,65.5833,-171.0,244.79,89,44,2.51,RU,1675707451
382,poum,-20.2333,164.0167,300.76,81,100,7.05,NC,1675707290
383,hamilton,39.1834,-84.5333,280.87,60,0,2.06,US,1675707441
384,baykalsk,51.5058,104.1469,260.56,82,11,3.45,RU,1675707719
385,uyuni,-20.4597,-66.825,283.89,63,100,0.72,BO,1675707720
386,ibipeba,-11.6408,-42.0111,305.51,27,96,3.3,BR,1675707720
387,lastoursville,-0.8143,12.7287,300.09,64,72,0.89,GA,1675707721
388,cockburn town,21.4612,-71.1419,300.13,65,40,7.72,TC,1675707414
389,ambovombe,-25.1667,46.0833,296.8,85,100,8.27,MG,1675707721
390,russell,32.3502,-85.1999,293.36,38,0,1.53,US,1675707721
391,aginskoye,51.1,114.53,255.52,93,47,3.21,RU,1675707722
392,virginia beach,36.8529,-75.978,287.18,49,40,7.2,US,1675707532
393,khatanga,71.9667,102.5,232.4,100,42,1.67,RU,1675707362
394,cortez,37.3489,-108.5859,275.95,55,0,4.63,US,1675707722
395,havoysund,70.9963,24.6622,276.28,92,100,18.84,NO,1675707722
396,turukhansk,65.8167,87.9833,247.97,99,97,1.92,RU,1675707695
397,tabas,33.5959,56.9244,285.6,28,89,1.52,IR,1675707723
398,moerai,-22.4333,-151.3333,299.4,78,62,4.26,PF,1675707723
399,staryy nadym,65.6118,72.6842,246.28,100,92,2.01,RU,1675707723
400,lavra,41.2594,-8.7185,288.39,43,0,3.09,PT,1675707724
401,mutis,6.2262,-77.4044,301.38,76,68,1.24,CO,1675707726
402,husavik,66.0449,-17.3389,272.44,70,3,7.16,IS,1675707302
403,thio,-21.6167,166.2167,298.13,91,87,3.17,NC,1675707726
404,constitucion,-35.3333,-72.4167,294.96,61,12,5.33,CL,1675707471
405,piranshahr,36.701,45.1413,274.86,99,96,2.25,IR,1675707727
406,rodez,44.5,2.5833,276.97,70,0,3.09,FR,1675707728
407,lajas,18.05,-67.0593,303.29,63,0,7.6,PR,1675707728
408,spas-demensk,54.4122,34.0226,263.45,98,68,1.39,RU,1675707729
409,belmonte,-15.8631,-38.8828,302.55,65,0,5.24,BR,1675707729
410,qinzhou,21.95,108.6167,290.92,94,100,1.53,CN,1675707730
411,sur,22.5667,59.5289,295.0,63,42,0.69,OM,1675707232
412,chuy,-33.6971,-53.4616,302.04,40,54,3.95,UY,1675707386
413,san policarpo,12.1791,125.5072,299.24,80,43,4.91,PH,1675707730
414,puerto carreno,6.189,-67.4859,308.99,30,46,3.88,CO,1675707731
415,kaduqli,11.0167,29.7167,300.9,13,23,3.64,SD,1675707460
416,nantucket,41.2835,-70.0995,282.23,78,100,9.26,US,1675707642
417,zheleznogorsk-ilimskiy,56.5768,104.1217,257.95,98,100,1.79,RU,1675707731
418,aykhal,66.0,111.5,236.76,100,94,1.75,RU,1675707452
419,ballina,-28.8667,153.5667,292.6,96,99,0.7,AU,1675707689
420,san patricio,28.017,-97.5169,299.12,58,8,8.58,US,1675707603
421,vila franca do campo,37.7167,-25.4333,287.38,97,100,2.22,PT,1675707732
422,gazanjyk,39.2446,55.5154,282.62,53,66,5.13,TM,1675707632
423,goma,-1.6792,29.2228,290.77,76,57,1.22,CD,1675707732
424,fenyi,27.8112,114.6681,283.0,96,100,0.9,CN,1675707733
425,akropong,5.9746,-0.0854,299.68,62,63,5.31,GH,1675707733
426,pontes e lacerda,-15.2261,-59.3353,296.73,91,100,1.02,BR,1675707558
427,darhan,49.4867,105.9228,250.3,98,9,2.72,MN,1675707733
428,broken hill,-31.95,141.4333,295.26,33,12,4.24,AU,1675707567
429,geri,35.1,33.4167,281.49,76,75,8.23,CY,1675707734
430,idrinskoye,54.3708,92.1358,250.87,100,73,0.79,RU,1675707734
431,kamphaeng phet,16.25,99.5,299.89,51,36,1.82,TH,1675707734
432,linxia,35.6003,103.2064,271.96,43,82,0.53,CN,1675707735
433,gazli,40.1333,63.45,277.41,74,36,4.93,UZ,1675707735
434,albertville,34.2676,-86.2089,290.18,36,0,0.0,US,1675707736
435,tessalit,20.1986,1.0114,301.07,11,28,3.52,ML,1675707325
436,zandhoven,51.217,4.6644,279.81,82,75,1.03,BE,1675707736
437,mahibadhoo,3.7833,72.9667,300.44,71,100,5.25,MV,1675707736
438,atar,20.5169,-13.0499,297.64,16,4,6.07,MR,1675707298
439,coihaique,-45.5752,-72.0662,293.12,40,0,4.63,CL,1675707150
440,vilyuysk,63.7553,121.6247,233.6,100,98,0.6,RU,1675707737
441,kahului,20.8947,-156.47,297.51,86,75,5.66,US,1675707201
442,kuppam,12.75,78.3667,291.11,75,68,2.12,IN,1675707737
443,axim,4.8699,-2.2405,300.29,83,90,4.47,GH,1675707738
444,atkarsk,51.8718,45.0078,255.62,96,55,2.14,RU,1675707738
445,kurilsk,45.2333,147.8833,267.92,67,100,6.92,RU,1675707420
446,hvide sande,56.0045,8.1294,275.42,82,3,4.52,DK,1675707739
447,kesova gora,57.5836,37.2922,258.47,100,74,2.37,RU,1675707739
448,nokaneng,-19.6667,22.2667,298.53,58,88,1.18,BW,1675707581
449,south lake tahoe,38.9332,-119.9844,272.76,79,3,1.6,US,1675707740
450,qaqortoq,60.7167,-46.0333,257.47,70,89,3.28,GL,1675707740
451,bontang,0.1333,117.5,298.55,88,100,2.23,ID,1675707740
452,vozhega,60.4725,40.2213,259.84,98,100,1.74,RU,1675707568
453,mangrol,21.1167,70.1167,293.93,79,1,5.53,IN,1675707734
454,salalah,17.0151,54.0924,297.2,64,0,1.03,OM,1675707627
455,tual,-5.6667,132.75,300.28,79,100,6.63,ID,1675707741
456,grants,35.1473,-107.8514,274.28,69,100,4.63,US,1675707623
457,zabid,14.1951,43.3152,299.32,56,100,5.92,YE,1675707741
458,yumen,40.2833,97.2,270.09,43,48,3.2,CN,1675707608
459,westport,41.1415,-73.3579,284.17,45,91,7.46,US,1675707487
460,balabac,7.9868,117.0645,299.56,83,60,3.8,PH,1675707742
461,jingdezhen,29.2947,117.2079,283.91,97,100,0.76,CN,1675707742
462,isilkul,54.9109,71.2728,252.05,100,99,1.44,RU,1675707742
463,bintulu,3.1667,113.0333,296.38,100,40,1.54,MY,1675707743
464,roald,62.5833,6.1333,282.66,66,75,8.23,NO,1675707444
465,altamira,-3.2033,-52.2064,304.2,62,75,5.14,BR,1675707235
466,chiredzi,-21.05,31.6667,302.15,32,75,2.15,ZW,1675707743
467,morehead,37.2711,-87.1764,288.07,46,0,1.54,US,1675707737
468,ust-maya,60.4167,134.5333,235.06,99,100,1.18,RU,1675707744
469,zhigansk,66.7697,123.3711,225.05,100,72,0.22,RU,1675707604
470,kahramanmaras,38.0,37.0,272.18,92,100,2.31,TR,1675707744
471,lugovskoy,56.9585,64.529,255.42,100,98,1.39,RU,1675707744
472,feicheng,35.2606,117.9675,276.95,86,78,1.04,CN,1675707745
473,onguday,50.75,86.15,262.01,94,88,1.25,RU,1675707697
474,malmyzh,56.5205,50.6818,261.34,98,100,1.96,RU,1675707745
475,fernley,39.608,-119.2518,277.16,58,4,3.58,US,1675707064
476,geraldton,-28.7667,114.6,292.38,77,40,5.14,AU,1675707317
477,stykkisholmur,65.0757,-22.7297,272.73,67,100,15.59,IS,1675707745
478,talara,-4.5772,-81.2719,305.57,48,0,5.14,PE,1675707590
479,sobolevo,54.4299,31.8996,268.66,97,100,1.32,RU,1675707746
480,oka,45.4649,-74.0889,272.56,62,70,1.03,CA,1675707555
481,honiara,-9.4333,159.95,298.49,91,100,2.91,SB,1675707746
482,ocos,14.5094,-92.1933,304.25,66,0,3.76,GT,1675707747
483,jimma,7.6667,36.8333,292.34,36,100,0.92,ET,1675707748
484,hambantota,6.1241,81.1185,297.72,88,88,4.58,LK,1675707326
485,dubovka,49.0583,44.829,264.68,91,55,5.3,RU,1675707748
486,dalianwan,39.0286,121.695,273.12,63,0,1.0,CN,1675707748
487,macomb,40.4592,-90.6718,282.38,64,0,8.23,US,1675707409
488,terrasini,38.146,13.0844,280.91,59,20,5.14,IT,1675707749
489,angoche,-16.2325,39.9086,297.7,91,100,1.45,MZ,1675707749
490,college,64.8569,-147.8028,254.12,78,40,2.06,US,1675707720
491,tiarei,-17.5333,-149.3333,302.16,78,14,7.65,PF,1675707749
492,quatre cocos,-20.2078,57.7625,300.21,80,81,5.66,MU,1675707527
493,karratha,-20.7377,116.8463,303.31,64,0,3.89,AU,1675707750
494,tokur,53.1333,132.9,247.72,99,100,1.14,RU,1675707750
495,sept-iles,50.2001,-66.3821,263.39,69,20,2.57,CA,1675707750
496,denpasar,-8.65,115.2167,298.96,94,75,5.66,ID,1675707602
497,victor harbor,-35.5667,138.6167,287.97,87,1,4.24,AU,1675707751
498,liverpool,53.4106,-2.9779,278.31,78,0,1.54,GB,1675707751
499,guymon,36.6828,-101.4816,291.15,14,0,7.72,US,1675707751
500,oistins,13.0667,-59.5333,301.2,61,40,9.26,BB,1675707637
501,bereda,43.2686,-7.5406,280.6,89,2,3.91,ES,1675707752
502,saldanha,-33.0117,17.9442,292.18,98,51,7.03,ZA,1675707334
503,nanfeng,23.7434,111.7959,290.66,96,99,0.8,CN,1675707752
504,narrabri,-30.3167,149.7833,294.0,75,17,0.45,AU,1675707713
505,khani,41.9563,42.9566,276.91,68,100,3.29,GE,1675707752
506,ustye,59.6304,39.736,256.55,99,90,1.68,RU,1675707753
507,meiganga,6.5167,14.3,297.34,18,34,2.75,CM,1675707753
508,daulatpur,26.5015,67.9706,293.32,26,0,1.0,PK,1675707580
509,mouila,-1.8685,11.0559,298.73,84,92,0.82,GA,1675707753
510,luanda,-8.8368,13.2343,301.15,74,75,4.12,AO,1675707191
511,hof,50.3167,11.9167,272.85,91,75,5.66,DE,1675707754
512,kantunilkin,21.0917,-87.45,300.0,62,23,2.06,MX,1675707754
513,funehiki,37.4333,140.5833,277.6,93,100,0.76,JP,1675707754
514,luau,-10.7073,22.2247,291.33,94,93,1.65,AO,1675707641
515,gamba,-2.65,10.0,299.58,76,66,3.46,GA,1675707755
516,tigil,57.8,158.6667,253.4,96,100,1.9,RU,1675707755
517,whitehorse,60.7161,-135.0538,270.58,63,20,7.2,CA,1675707354
518,alexander city,32.944,-85.9539,292.77,32,0,3.09,US,1675707755
519,abu zabad,12.35,29.25,298.51,12,19,5.13,SD,1675707756
520,sioux lookout,50.1001,-91.917,270.19,68,75,6.17,CA,1675707737
521,kununurra,-15.7667,128.7333,296.14,88,13,0.0,AU,1675707756
522,camacha,33.0833,-16.3333,286.83,67,75,9.77,PT,1675707679
523,milkovo,54.7167,158.6167,256.17,98,100,0.77,RU,1675707756
524,minot,48.2325,-101.2963,274.27,80,0,13.38,US,1675707595
525,inhambane,-23.865,35.3833,297.43,88,100,4.02,MZ,1675707531
526,nurota,40.5614,65.6886,277.38,69,35,1.82,UZ,1675707757
527,saint-francois,46.4154,3.9054,276.86,75,20,3.6,FR,1675707718
528,itupiranga,-5.1347,-49.3267,305.33,57,41,1.05,BR,1675707757
529,masuda,34.6667,131.85,279.93,77,100,2.63,JP,1675707757
530,flin flon,54.7682,-101.865,268.06,68,100,8.75,CA,1675707758
531,chapleau,47.8405,-83.4034,267.2,53,0,4.12,CA,1675707758
532,taltal,-25.4,-70.4833,295.99,72,17,2.89,CL,1675707387
533,sangueya,10.7,-14.3667,303.03,35,88,4.65,GN,1675707759
534,san andres,12.5847,-81.7006,303.16,70,20,7.2,CO,1675707759
535,ponta do sol,32.6667,-17.1,290.77,58,10,3.48,PT,1675707364
536,cravo norte,6.3017,-70.2041,307.44,32,91,5.06,CO,1675707759
537,necochea,-38.5473,-58.7368,297.16,40,11,8.33,AR,1675707760
538,kieta,-6.2167,155.6333,297.49,94,100,2.8,PG,1675707263
539,hovd,48.0056,91.6419,256.74,86,10,0.84,MN,1675707358
540,tabuk,17.4189,121.4443,294.75,95,55,1.67,PH,1675707757
541,baraboo,43.4711,-89.7443,275.33,69,0,4.12,US,1675707760
542,olga,43.7444,135.2892,260.34,86,71,2.51,RU,1675707760
543,machico,32.7,-16.7667,290.77,66,40,4.63,PT,1675707761
544,batagay-alyta,67.8006,130.4114,232.24,96,27,2.08,RU,1675707761
545,oranjemund,-28.55,16.4333,291.68,94,48,3.36,NA,1675707731
546,goderich,43.7501,-81.7165,271.43,69,83,1.03,CA,1675707761
547,port augusta,-32.5,137.7667,295.05,53,0,3.76,AU,1675707762
548,ormara,25.2088,64.6357,295.6,60,1,5.15,PK,1675707539
549,arys,42.4252,68.795,274.47,78,99,1.05,KZ,1675707762
550,huarmey,-10.0681,-78.1522,296.88,78,95,3.51,PE,1675707499
551,zyryanka,65.75,150.85,239.86,100,100,1.39,RU,1675707296
552,adrar,20.5022,-10.0711,295.57,16,69,2.73,MR,1675707762
553,yashkul,46.1711,45.3435,270.8,79,100,7.45,RU,1675707763
554,vardo,70.3705,31.1107,272.14,86,75,16.98,NO,1675707587
555,rameshki,57.3439,36.0453,261.41,97,76,1.96,RU,1675707763
556,berdigestyakh,62.0989,126.6992,227.17,100,98,0.97,RU,1675707763
557,brigham city,41.5102,-112.0155,275.55,82,100,1.79,US,1675707650
558,mirnyy,62.5353,113.9611,240.5,74,97,1.79,RU,1675707764
559,kosh-agach,50.0,88.6667,249.43,97,77,1.54,RU,1675707764
560,mrkonjic grad,44.4158,17.0861,266.71,88,100,1.38,BA,1675707764
561,guiratinga,-16.3494,-53.7583,301.76,65,97,1.71,BR,1675707765
562,sakaiminato,35.55,133.2333,278.14,93,75,3.09,JP,1675707765
563,chisinau,47.0056,28.8575,272.39,78,100,6.69,MD,1675707601
564,diu,20.7141,70.9822,294.24,60,0,3.8,IN,1675707765
565,jacareacanga,-6.2222,-57.7528,302.77,71,76,0.52,BR,1675707766
566,trincomalee,8.5711,81.2335,298.8,84,62,5.69,LK,1675707534
567,batagay,67.6333,134.6333,226.96,99,75,0.86,RU,1675707152
568,southbridge,42.0751,-72.0334,282.81,61,100,0.89,US,1675707762
569,altea,38.5989,-0.0514,284.14,78,100,7.98,ES,1675707303
570,prince george,53.9166,-122.753,276.62,73,100,8.75,CA,1675707766
571,makakilo city,21.3469,-158.0858,297.35,76,0,5.14,US,1675707203
572,gobabis,-22.45,18.9667,297.88,52,90,3.95,NA,1675707767
573,omboue,-1.5746,9.2618,299.57,80,89,2.84,GA,1675707767
574,bowen,-20.0167,148.2333,299.65,84,19,5.54,AU,1675707529
575,ossora,59.2353,163.0719,247.69,93,99,2.1,RU,1675707767
576,smiltene,57.4244,25.9016,269.61,96,100,2.4,LV,1675707768
577,pisco,-13.7,-76.2167,300.18,69,0,6.17,PE,1675707563
578,baykit,61.67,96.37,247.39,100,91,1.31,RU,1675707768
